% Model:              1p44GHz_6mm_bore_mo4.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jul 23 2026, 03:16
% Dimension:          2
% Nodes:              10000
% Expressions:        2
% Description:        Arrow surface
% r                       z                        Hrad                     Haxi
7.000000000000001E-5      -0.002925000000000001    -0.023635636367534518    0.0506291103272651
2.1E-4                    -0.002925000000000001    -0.07085434234787345     0.05055405871732532
3.5000000000000005E-4     -0.002925000000000001    -0.1179180074466698      0.050408849265506456
4.900000000000001E-4      -0.002925000000000001    -0.16472717751392957     0.050188908579921754
6.3E-4                    -0.002925000000000001    -0.21117555652106856     0.0498958629376386
7.7E-4                    -0.002925000000000001    -0.25715876189132614     0.04952686414964256
9.100000000000001E-4      -0.002925000000000001    -0.30257017104610245     0.04908097869045946
0.0010500000000000002     -0.002925000000000001    -0.3473010507890057      0.04855710669683203
0.00119                   -0.002925000000000001    -0.3912409313899645      0.04795434025533431
0.00133                   -0.002925000000000001    -0.4342780284384761      0.04727162792656324
0.00147                   -0.002925000000000001    -0.47629960006417527     0.04650831144949823
0.00161                   -0.002925000000000001    -0.5171921193948601      0.04566407284306799
0.0017500000000000003     -0.002925000000000001    -0.5568422406055146      0.04473907386058111
0.00189                   -0.002925000000000001    -0.5951380143678177      0.04373436354558216
0.0020300000000000006     -0.002925000000000001    -0.6319680215367434      0.0426515257793101
0.00217                   -0.002925000000000001    -0.6672241764468557      0.04149244123640359
0.0023100000000000004     -0.002925000000000001    -0.7008022344574191      0.04025962689862442
0.0024500000000000004     -0.002925000000000001    -0.732602826656027       0.03895625635647715
0.0025900000000000003     -0.002925000000000001    -0.7625324387070141      0.03758609790297724
0.0027300000000000002     -0.002925000000000001    -0.7905045071708943      0.03615319435163733
0.00287                   -0.002925000000000001    -0.8164410011739753      0.03466259578407929
0.0030100000000000005     -0.002925000000000001    -0.8402722960408132      0.03311996480191955
0.0031500000000000005     -0.002925000000000001    -0.8619382025646724      0.03153148499300488
0.0032900000000000004     -0.002925000000000001    -0.8813891508048359      0.029903903784443377
0.0034300000000000008     -0.002925000000000001    -0.8985860863547024      0.028243961833118
0.0035700000000000007     -0.002925000000000001    -0.9135002599498518      0.0265581782384623
0.00371                   -0.002925000000000001    -0.9261180499201445      0.024856539626944382
0.00385                   -0.002925000000000001    -0.9364386092834809      0.023156514274125854
0.0039900000000000005     -0.002925000000000001    -0.9444863556525281      0.021454833466387956
0.00413                   -0.002925000000000001    -0.9502804411790359      0.019759557883897917
0.0042699999999999995     -0.002925000000000001    -0.9538536035558962      0.01807785135317414
0.00441                   -0.002925000000000001    -0.955247491862703       0.016417309721253482
0.00455                   -0.002925000000000001    -0.9545167941457013      0.01478511929025573
0.00469                   -0.002925000000000001    -0.9517272560468877      0.013188595090143992
0.00483                   -0.002925000000000001    -0.9469553899244716      0.011634447669457714
0.0049700000000000005     -0.002925000000000001    -0.9402875488471575      0.01012906254681339
0.00511                   -0.002925000000000001    -0.9318205865723806      0.008679290340596767
0.00525                   -0.002925000000000001    -0.921659255202336       0.0072910235682329474
0.00539                   -0.002925000000000001    -0.9099159535333398      0.0059693854619288
0.00553                   -0.002925000000000001    -0.8967094408186463      0.004718728050194144
0.00567                   -0.002925000000000001    -0.8821634656833064      0.003542621718313374
0.005809999999999999      -0.002925000000000001    -0.8664053661566495      0.0024437212639151777
0.00595                   -0.002925000000000001    -0.8495645032932632      0.001423755867593283
0.006090000000000001      -0.002925000000000001    -0.8317707072467319      4.83495932701917E-4
0.00623                   -0.002925000000000001    -0.8131526514931638      -3.7724191678871813E-4
0.00637                   -0.002925000000000001    -0.7938361870960147      -0.001159650279564808
0.00651                   -0.002925000000000001    -0.7739433473445541      -0.0018660889294099038
0.00665                   -0.002925000000000001    -0.7535910675997285      -0.0024991833734661177
0.006790000000000001      -0.002925000000000001    -0.7328896877857881      -0.0030621162989055567
0.00693                   -0.002925000000000001    -0.7119423361254111      -0.0035585574496598818
0.007070000000000001      -0.002925000000000001    -0.6908443040158293      -0.003992537903997065
0.00721                   -0.002925000000000001    -0.6696826629528124      -0.0043683498359711114
0.00735                   -0.002925000000000001    -0.6485368067613453      -0.004690035240495906
0.00749                   -0.002925000000000001    -0.6274761546922067      -0.004962192884400633
0.00763                   -0.002925000000000001    -0.6065626492262269      -0.00518938532926075
0.007770000000000001      -0.002925000000000001    -0.58585035075882        -0.005376028414733957
0.007910000000000002      -0.002925000000000001    -0.5653858015138895      -0.005526348299896229
0.008050000000000002      -0.002925000000000001    -0.5452084923524332      -0.005644340754230623
0.008190000000000001      -0.002925000000000001    -0.5253513963430767      -0.005733729462573263
0.00833                   -0.002925000000000001    -0.5058415172060504      -0.005797967837291362
0.00847                   -0.002925000000000001    -0.4867004763522475      -0.005840223570535929
0.008610000000000001      -0.002925000000000001    -0.4679450404450503      -0.005863390487821434
0.00875                   -0.002925000000000001    -0.4495877116644849      -0.005870126083381675
0.008890000000000002      -0.002925000000000001    -0.43163717961692444     -0.0058628896312699075
0.009030000000000002      -0.002925000000000001    -0.4140985828272646      -0.005843675452777135
0.009170000000000001      -0.002925000000000001    -0.3969743045789208      -0.005814351698145087
0.00931                   -0.002925000000000001    -0.38026420795054633     -0.005776590796362427
0.00945                   -0.002925000000000001    -0.3639659754919666      -0.005731873150437287
0.009590000000000001      -0.002925000000000001    -0.34807542451861107     -0.005681520290242168
0.00973                   -0.002925000000000001    -0.3325869326958105      -0.005626644366079594
0.009870000000000002      -0.002925000000000001    -0.3174933467907324      -0.005568312697491773
0.010010000000000002      -0.002925000000000001    -0.30278647052878666     -0.005507465123519007
0.010150000000000001      -0.002925000000000001    -0.2884572506728529      -0.005444902964370376
0.010290000000000002      -0.002925000000000001    -0.2744959091612051      -0.0053813342571281024
0.010430000000000002      -0.002925000000000001    -0.26089206710527085     -0.005317369934090077
0.010570000000000001      -0.002925000000000001    -0.24763489336998604     -0.005253545706294074
0.01071                   -0.002925000000000001    -0.23471322587026874     -0.005190324943615574
0.010850000000000002      -0.002925000000000001    -0.222115644723301       -0.005128113497822915
0.010990000000000002      -0.002925000000000001    -0.20983056505945005     -0.005067256771203994
0.011130000000000001      -0.002925000000000001    -0.19784631082300247     -0.00500805307234491
0.01127                   -0.002925000000000001    -0.18615121451977193     -0.004950764750865335
0.01141                   -0.002925000000000001    -0.17473351982124774     -0.004895585331530142
0.01155                   -0.002925000000000001    -0.16358157289764116     -0.004842699046595437
0.01169                   -0.002925000000000001    -0.15268382756006352     -0.004792263031440176
0.011830000000000002      -0.002925000000000001    -0.1420288318024738      -0.004744410140713159
0.011970000000000001      -0.002925000000000001    -0.13160527838086086     -0.004699252112671943
0.012110000000000003      -0.002925000000000001    -0.12140202745168277     -0.0046568814735245675
0.012250000000000002      -0.002925000000000001    -0.11140812722465666     -0.004617387285660334
0.012390000000000002      -0.002925000000000001    -0.10161280968141467     -0.00458083356794106
0.012530000000000001      -0.002925000000000001    -0.09200549210675919     -0.004547273256552925
0.01267                   -0.002925000000000001    -0.08257580997910366     -0.004516751016122965
0.012810000000000002      -0.002925000000000001    -0.07331362675757881     -0.00448928286742611
0.012950000000000001      -0.002925000000000001    -0.06420898601820133     -0.0044648779990762106
0.013090000000000001      -0.002925000000000001    -0.05525213292687713     -0.004443596142499669
0.01323                   -0.002925000000000001    -0.046433657016981086    -0.004425360046418514
0.01337                   -0.002925000000000001    -0.03774417632166789     -0.004410224859451504
0.013510000000000003      -0.002925000000000001    -0.02917465937392205     -0.004398154361574591
0.013650000000000002      -0.002925000000000001    -0.02071620089116851     -0.004389107893813556
0.013790000000000002      -0.002925000000000001    -0.012360224676641513    -0.004383184616830297
0.013930000000000001      -0.002925000000000001    -0.004098327210145404    -0.00438008357669982
7.000000000000001E-5      -0.002775000000000001    -0.02371384996110543     0.15204659356833153
2.1E-4                    -0.002775000000000001    -0.07108016307677391     0.15183032630639776
3.5000000000000005E-4     -0.002775000000000001    -0.11829889339388805     0.15139513018309528
4.900000000000001E-4      -0.002775000000000001    -0.1652664497954485      0.15073519746688624
6.3E-4                    -0.002775000000000001    -0.21187418711368036     0.14985366048237728
7.7E-4                    -0.002775000000000001    -0.25801743886037204     0.1487453861025697
9.100000000000001E-4      -0.002775000000000001    -0.3035919368110049      0.14740766614955378
0.0010500000000000002     -0.002775000000000001    -0.3484891811752506      0.14583690649795755
0.00119                   -0.002775000000000001    -0.39259779903073844     0.14403007372018412
0.00133                   -0.002775000000000001    -0.43580455664499945     0.14198460220770937
0.00147                   -0.002775000000000001    -0.47799683212992905     0.13969769494606563
0.00161                   -0.002775000000000001    -0.5190605651138669      0.13716822608171594
0.0017500000000000003     -0.002775000000000001    -0.5588812590211778      0.13439647021772066
0.00189                   -0.002775000000000001    -0.5973451122227217      0.13138426757882024
0.0020300000000000006     -0.002775000000000001    -0.634339946265276       0.12813527946292252
0.00217                   -0.002775000000000001    -0.6697562834037599      0.12465511130044749
0.0023100000000000004     -0.002775000000000001    -0.7034884070863975      0.1209514093228631
0.0024500000000000004     -0.002775000000000001    -0.7354354655629441      0.11703390012681938
0.0025900000000000003     -0.002775000000000001    -0.7655028375724195      0.11291441630285191
0.0027300000000000002     -0.002775000000000001    -0.7936027120932387      0.10860651078193279
0.00287                   -0.002775000000000001    -0.8196554223732785      0.10412562123601776
0.0030100000000000005     -0.002775000000000001    -0.8435903101910234      0.09948911525642118
0.0031500000000000005     -0.002775000000000001    -0.8653466705448037      0.09471540775950368
0.0032900000000000004     -0.002775000000000001    -0.8848744294622266      0.08982354686333889
0.0034300000000000008     -0.002775000000000001    -0.9021302764067437      0.08483689387501822
0.0035700000000000007     -0.002775000000000001    -0.9170903913022782      0.07977305384157968
0.00371                   -0.002775000000000001    -0.9297352621883191      0.07465519434724968
0.00385                   -0.002775000000000001    -0.9400677325916927      0.069540164172744
0.0039900000000000005     -0.002775000000000001    -0.9481124515581583      0.06442694684842717
0.00413                   -0.002775000000000001    -0.953885445332548       0.059327483825189896
0.0042699999999999995     -0.002775000000000001    -0.9574218492248612      0.05427062032259475
0.00441                   -0.002775000000000001    -0.9587630749209378      0.049275766720855256
0.00455                   -0.002775000000000001    -0.9579630089230249      0.04436631437171475
0.00469                   -0.002775000000000001    -0.9550891703706356      0.039564510189886964
0.00483                   -0.002775000000000001    -0.9502183148460851      0.03489166497128289
0.0049700000000000005     -0.002775000000000001    -0.943438658644649       0.03036787749096961
0.00511                   -0.002775000000000001    -0.9348469746666099      0.02601198837180747
0.00525                   -0.002775000000000001    -0.9245494340912592      0.0218412412927958
0.00539                   -0.002775000000000001    -0.9126599392875323      0.017870872901983022
0.00553                   -0.002775000000000001    -0.8992965384998699      0.014113763140564192
0.00567                   -0.002775000000000001    -0.8845869895296496      0.0105800414034672
